city,state,semana_epidemiologica,date,casos,casos_novos,obitos,obitos_novos
Botucatu,SP,202033,2020-08-11,1433,29,28,0
Jaú,SP,202033,2020-08-11,1168,25,33,1
Tatuí,SP,202033,2020-08-11,1202,5,39,0
Avaré,SP,202033,2020-08-12,352,5,13,0
Botucatu,SP,202033,2020-08-12,1451,18,28,0
Jaú,SP,202033,2020-08-12,1193,25,37,4
Tatuí,SP,202033,2020-08-12,1210,8,39,0
Avaré,SP,202033,2020-08-13,355,3,13,0
Botucatu,SP,202033,2020-08-13,1465,14,28,0
Jaú,SP,202033,2020-08-13,1215,22,37,0
Tatuí,SP,202033,2020-08-13,1260,50,41,2
Avaré,SP,202033,2020-08-14,364,9,13,0
Botucatu,SP,202033,2020-08-14,1497,32,28,0
Jaú,SP,202033,2020-08-14,1254,39,38,1
Tatuí,SP,202033,2020-08-14,1309,49,43,2
Avaré,SP,202033,2020-08-15,373,9,13,0
Botucatu,SP,202033,2020-08-15,1526,29,28,0
Jaú,SP,202033,2020-08-15,1297,43,39,1
Tatuí,SP,202033,2020-08-15,1360,51,43,0
Avaré,SP,202034,2020-08-16,374,1,13,0
Botucatu,SP,202034,2020-08-16,1545,19,28,0
Jaú,SP,202034,2020-08-16,1353,56,39,0
Tatuí,SP,202034,2020-08-16,1361,1,43,0
Avaré,SP,202034,2020-08-17,374,0,13,0
Botucatu,SP,202034,2020-08-17,1561,16,28,0
Jaú,SP,202034,2020-08-17,1355,2,39,0
Tatuí,SP,202034,2020-08-17,1365,4,43,0
Avaré,SP,202034,2020-08-18,382,8,14,1
Botucatu,SP,202034,2020-08-18,1569,8,29,1
Jaú,SP,202034,2020-08-18,1387,32,41,2
Tatuí,SP,202034,2020-08-18,1393,28,48,5
Avaré,SP,202034,2020-08-19,381,-1,14,0
Botucatu,SP,202034,2020-08-19,1583,14,29,0
Jaú,SP,202034,2020-08-19,1422,35,42,1
Tatuí,SP,202034,2020-08-19,1422,29,50,2
Avaré,SP,202034,2020-08-20,388,7,14,0
Botucatu,SP,202034,2020-08-20,1617,34,29,0
Jaú,SP,202034,2020-08-20,1459,37,42,0
Tatuí,SP,202034,2020-08-20,1446,24,50,0
Avaré,SP,202034,2020-08-21,392,4,14,0
Botucatu,SP,202034,2020-08-21,1638,21,29,0
Jaú,SP,202034,2020-08-21,1463,4,42,0
Tatuí,SP,202034,2020-08-21,1449,3,50,0
Avaré,SP,202034,2020-08-22,396,4,14,0
Botucatu,SP,202034,2020-08-22,1653,15,29,0
Jaú,SP,202034,2020-08-22,1515,52,42,0
Tatuí,SP,202034,2020-08-22,1501,52,52,2
Avaré,SP,202035,2020-08-23,396,0,14,0
Botucatu,SP,202035,2020-08-23,1683,30,29,0
Jaú,SP,202035,2020-08-23,1530,15,42,0
Tatuí,SP,202035,2020-08-23,1505,4,52,0
Avaré,SP,202035,2020-08-24,396,0,14,0
Botucatu,SP,202035,2020-08-24,1703,20,29,0
Jaú,SP,202035,2020-08-24,1530,0,42,0
Tatuí,SP,202035,2020-08-24,1512,7,52,0
Avaré,SP,202035,2020-08-25,406,10,14,0
Botucatu,SP,202035,2020-08-25,1713,10,30,1
Jaú,SP,202035,2020-08-25,1542,12,42,0
Tatuí,SP,202035,2020-08-25,1547,35,52,0
Avaré,SP,202035,2020-08-26,414,8,14,0
Botucatu,SP,202035,2020-08-26,1770,57,30,0
Jaú,SP,202035,2020-08-26,1564,22,43,1
Tatuí,SP,202035,2020-08-26,1586,39,52,0
Avaré,SP,202035,2020-08-27,406,-8,14,0
Botucatu,SP,202035,2020-08-27,1777,7,31,1
Jaú,SP,202035,2020-08-27,1602,38,44,1
Tatuí,SP,202035,2020-08-27,1620,34,52,0
Avaré,SP,202035,2020-08-28,427,21,14,0
Botucatu,SP,202035,2020-08-28,1815,38,31,0
Jaú,SP,202035,2020-08-28,1634,32,44,0
Tatuí,SP,202035,2020-08-28,1640,20,52,0
Avaré,SP,202035,2020-08-29,427,0,14,0
Botucatu,SP,202035,2020-08-29,1815,0,31,0
Jaú,SP,202035,2020-08-29,1634,0,44,0
Tatuí,SP,202035,2020-08-29,1640,0,52,0
Avaré,SP,202036,2020-08-30,444,17,14,0
Botucatu,SP,202036,2020-08-30,1826,11,31,0
Jaú,SP,202036,2020-08-30,1640,6,44,0
Tatuí,SP,202036,2020-08-30,1682,42,52,0
Avaré,SP,202036,2020-08-31,444,0,14,0
Botucatu,SP,202036,2020-08-31,1825,-1,31,0
Jaú,SP,202036,2020-08-31,1640,0,44,0
Tatuí,SP,202036,2020-08-31,1683,1,52,0
Avaré,SP,202036,2020-09-01,463,19,14,0
Botucatu,SP,202036,2020-09-01,1864,39,32,1
Jaú,SP,202036,2020-09-01,1655,15,46,2
Tatuí,SP,202036,2020-09-01,1708,25,52,0
Avaré,SP,202036,2020-09-02,476,13,14,0
Botucatu,SP,202036,2020-09-02,1903,39,32,0
Jaú,SP,202036,2020-09-02,1704,49,48,2
Tatuí,SP,202036,2020-09-02,1750,42,54,2
Avaré,SP,202036,2020-09-03,487,11,14,0
Botucatu,SP,202036,2020-09-03,1917,14,32,0
Jaú,SP,202036,2020-09-03,1709,5,48,0
Tatuí,SP,202036,2020-09-03,1769,19,54,0
Avaré,SP,202036,2020-09-04,500,13,14,0
Botucatu,SP,202036,2020-09-04,1954,37,32,0
Jaú,SP,202036,2020-09-04,1747,38,49,1
Tatuí,SP,202036,2020-09-04,1791,22,54,0
Avaré,SP,202036,2020-09-05,511,11,16,2
Botucatu,SP,202036,2020-09-05,1973,19,33,1
Jaú,SP,202036,2020-09-05,1755,8,50,1
Tatuí,SP,202036,2020-09-05,1809,18,54,0
Avaré,SP,202037,2020-09-06,513,2,16,0
Botucatu,SP,202037,2020-09-06,1986,13,33,0
Jaú,SP,202037,2020-09-06,1781,26,50,0
Tatuí,SP,202037,2020-09-06,1815,6,54,0
Avaré,SP,202037,2020-09-07,513,0,16,0
Botucatu,SP,202037,2020-09-07,1986,0,33,0
Jaú,SP,202037,2020-09-07,1781,0,50,0
Tatuí,SP,202037,2020-09-07,1815,0,54,0
Avaré,SP,202037,2020-09-08,516,3,16,0
Botucatu,SP,202037,2020-09-08,2004,18,33,0
Jaú,SP,202037,2020-09-08,1783,2,50,0
Tatuí,SP,202037,2020-09-08,1818,3,54,0
Avaré,SP,202037,2020-09-09,535,19,16,0
Botucatu,SP,202037,2020-09-09,2016,12,36,3
Jaú,SP,202037,2020-09-09,1837,54,50,0
Tatuí,SP,202037,2020-09-09,1869,51,54,0
Avaré,SP,202037,2020-09-10,551,16,16,0
Botucatu,SP,202037,2020-09-10,2040,24,36,0
Jaú,SP,202037,2020-09-10,1877,40,50,0
Tatuí,SP,202037,2020-09-10,1908,39,54,0
Avaré,SP,202037,2020-09-11,573,22,16,0
Botucatu,SP,202037,2020-09-11,2059,19,37,1
Jaú,SP,202037,2020-09-11,1937,60,51,1
Tatuí,SP,202037,2020-09-11,1946,38,54,0
Avaré,SP,202037,2020-09-12,582,9,16,0
Botucatu,SP,202037,2020-09-12,2090,31,38,1
Jaú,SP,202037,2020-09-12,1963,26,51,0
Tatuí,SP,202037,2020-09-12,1975,29,55,1
Avaré,SP,202038,2020-09-13,582,0,16,0
Botucatu,SP,202038,2020-09-13,2093,3,38,0
Jaú,SP,202038,2020-09-13,1964,1,51,0
Tatuí,SP,202038,2020-09-13,1975,0,55,0
Avaré,SP,202038,2020-09-14,582,0,16,0
Botucatu,SP,202038,2020-09-14,2096,3,38,0
Jaú,SP,202038,2020-09-14,1964,0,51,0
Tatuí,SP,202038,2020-09-14,1976,1,55,0
Avaré,SP,202038,2020-09-15,585,3,16,0
Botucatu,SP,202038,2020-09-15,2115,19,39,1
Jaú,SP,202038,2020-09-15,1991,27,51,0
Tatuí,SP,202038,2020-09-15,1996,20,55,0
Avaré,SP,202038,2020-09-16,585,0,16,0
Botucatu,SP,202038,2020-09-16,2138,23,39,0
Jaú,SP,202038,2020-09-16,2034,43,51,0
Tatuí,SP,202038,2020-09-16,2013,17,57,2
Avaré,SP,202038,2020-09-17,597,12,16,0
Botucatu,SP,202038,2020-09-17,2164,26,40,1
Jaú,SP,202038,2020-09-17,2093,59,51,0
Tatuí,SP,202038,2020-09-17,2049,36,57,0
Avaré,SP,202038,2020-09-18,607,10,16,0
Botucatu,SP,202038,2020-09-18,2201,37,40,0
Jaú,SP,202038,2020-09-18,2144,51,51,0
Tatuí,SP,202038,2020-09-18,2087,38,57,0
Avaré,SP,202038,2020-09-19,611,4,17,1
Botucatu,SP,202038,2020-09-19,2235,34,40,0
Jaú,SP,202038,2020-09-19,2168,24,51,0
Tatuí,SP,202038,2020-09-19,2130,43,57,0
Avaré,SP,202039,2020-09-20,611,0,17,0
Botucatu,SP,202039,2020-09-20,2235,0,40,0
Jaú,SP,202039,2020-09-20,2168,0,51,0
Tatuí,SP,202039,2020-09-20,2150,20,57,0
Avaré,SP,202039,2020-09-21,611,0,17,0
Botucatu,SP,202039,2020-09-21,2253,18,41,1
Jaú,SP,202039,2020-09-21,2190,22,51,0
Tatuí,SP,202039,2020-09-21,2169,19,57,0
Avaré,SP,202039,2020-09-22,623,12,17,0
Botucatu,SP,202039,2020-09-22,2255,2,41,0
Jaú,SP,202039,2020-09-22,2216,26,52,1
Tatuí,SP,202039,2020-09-22,2201,32,58,1
Avaré,SP,202039,2020-09-23,630,7,17,0
Botucatu,SP,202039,2020-09-23,2274,19,41,0
Jaú,SP,202039,2020-09-23,2254,38,52,0
Tatuí,SP,202039,2020-09-23,2234,33,59,1
Avaré,SP,202039,2020-09-24,635,5,17,0
Botucatu,SP,202039,2020-09-24,2281,7,41,0
Jaú,SP,202039,2020-09-24,2300,46,53,1
Tatuí,SP,202039,2020-09-24,2253,19,60,1
Avaré,SP,202039,2020-09-25,646,11,17,0
Botucatu,SP,202039,2020-09-25,2302,21,42,1
Jaú,SP,202039,2020-09-25,2345,45,53,0
Tatuí,SP,202039,2020-09-25,2279,26,62,2
Avaré,SP,202039,2020-09-26,651,5,17,0
Botucatu,SP,202039,2020-09-26,2314,12,42,0
Jaú,SP,202039,2020-09-26,2368,23,54,1
Tatuí,SP,202039,2020-09-26,2311,32,62,0
Avaré,SP,202040,2020-09-27,652,1,17,0
Botucatu,SP,202040,2020-09-27,2314,0,42,0
Jaú,SP,202040,2020-09-27,2369,1,54,0
Tatuí,SP,202040,2020-09-27,2312,1,62,0
Avaré,SP,202040,2020-09-28,653,1,17,0
Botucatu,SP,202040,2020-09-28,2314,0,42,0
Jaú,SP,202040,2020-09-28,2388,19,54,0
Tatuí,SP,202040,2020-09-28,2312,0,62,0
Avaré,SP,202040,2020-09-29,659,6,17,0
Botucatu,SP,202040,2020-09-29,2328,14,42,0
Jaú,SP,202040,2020-09-29,2393,5,54,0
Tatuí,SP,202040,2020-09-29,2333,21,63,1
Avaré,SP,202040,2020-09-30,661,2,17,0
Botucatu,SP,202040,2020-09-30,2346,18,42,0
Jaú,SP,202040,2020-09-30,2436,43,56,2
Tatuí,SP,202040,2020-09-30,2362,29,63,0
Avaré,SP,202040,2020-10-01,666,5,17,0
Botucatu,SP,202040,2020-10-01,2359,13,44,2
Jaú,SP,202040,2020-10-01,2465,29,56,0
Tatuí,SP,202040,2020-10-01,2395,33,63,0
Avaré,SP,202040,2020-10-02,670,4,17,0
Botucatu,SP,202040,2020-10-02,2379,20,44,0
Jaú,SP,202040,2020-10-02,2518,53,56,0
Tatuí,SP,202040,2020-10-02,2405,10,64,1
Avaré,SP,202040,2020-10-03,683,13,17,0
Botucatu,SP,202040,2020-10-03,2393,14,44,0
Jaú,SP,202040,2020-10-03,2526,8,57,1
Tatuí,SP,202040,2020-10-03,2427,22,66,2
Avaré,SP,202041,2020-10-04,683,0,17,0
Botucatu,SP,202041,2020-10-04,2393,0,44,0
Jaú,SP,202041,2020-10-04,2526,0,57,0
Tatuí,SP,202041,2020-10-04,2427,0,66,0
Avaré,SP,202041,2020-10-05,683,0,17,0
Botucatu,SP,202041,2020-10-05,2393,0,44,0
Jaú,SP,202041,2020-10-05,2526,0,57,0
Tatuí,SP,202041,2020-10-05,2427,0,66,0
Avaré,SP,202041,2020-10-06,696,13,17,0
Botucatu,SP,202041,2020-10-06,2412,19,45,1
Jaú,SP,202041,2020-10-06,2577,51,57,0
Tatuí,SP,202041,2020-10-06,2461,34,66,0
Avaré,SP,202041,2020-10-07,696,0,17,0
Botucatu,SP,202041,2020-10-07,2412,0,45,0
Jaú,SP,202041,2020-10-07,2577,0,57,0
Tatuí,SP,202041,2020-10-07,2461,0,66,0
Avaré,SP,202041,2020-10-08,714,18,17,0
Botucatu,SP,202041,2020-10-08,2433,21,47,2
Jaú,SP,202041,2020-10-08,2656,79,62,5
Tatuí,SP,202041,2020-10-08,2496,35,66,0
Avaré,SP,202041,2020-10-09,722,8,17,0
Botucatu,SP,202041,2020-10-09,2443,10,47,0
Jaú,SP,202041,2020-10-09,2685,29,64,2
Tatuí,SP,202041,2020-10-09,2509,13,66,0
Avaré,SP,202041,2020-10-10,730,8,17,0
Botucatu,SP,202041,2020-10-10,2459,16,47,0
Jaú,SP,202041,2020-10-10,2713,28,65,1
Tatuí,SP,202041,2020-10-10,2536,27,66,0
Avaré,SP,202042,2020-10-11,730,0,17,0
Botucatu,SP,202042,2020-10-11,2459,0,47,0
Jaú,SP,202042,2020-10-11,2715,2,65,0
Tatuí,SP,202042,2020-10-11,2538,2,66,0
Avaré,SP,202042,2020-10-12,730,0,17,0
Botucatu,SP,202042,2020-10-12,2461,2,48,1
Jaú,SP,202042,2020-10-12,2715,0,65,0
Tatuí,SP,202042,2020-10-12,2538,0,66,0
Avaré,SP,202042,2020-10-13,730,0,17,0
Botucatu,SP,202042,2020-10-13,2463,2,48,0
Jaú,SP,202042,2020-10-13,2715,0,65,0
Tatuí,SP,202042,2020-10-13,2541,3,66,0
Avaré,SP,202042,2020-10-14,753,23,17,0
Botucatu,SP,202042,2020-10-14,2485,22,47,-1
Jaú,SP,202042,2020-10-14,2754,39,65,0
Tatuí,SP,202042,2020-10-14,2555,14,68,2
Avaré,SP,202042,2020-10-15,757,4,17,0
Botucatu,SP,202042,2020-10-15,2494,9,47,0
Jaú,SP,202042,2020-10-15,2798,44,65,0
Tatuí,SP,202042,2020-10-15,2579,24,68,0
Avaré,SP,202042,2020-10-16,757,0,17,0
Botucatu,SP,202042,2020-10-16,2494,0,47,0
Jaú,SP,202042,2020-10-16,2798,0,65,0
Tatuí,SP,202042,2020-10-16,2579,0,68,0
Avaré,SP,202042,2020-10-17,771,14,17,0
Botucatu,SP,202042,2020-10-17,2513,19,47,0
Jaú,SP,202042,2020-10-17,2842,44,66,1
Tatuí,SP,202042,2020-10-17,2625,46,70,2
Avaré,SP,202043,2020-10-18,771,0,17,0
Botucatu,SP,202043,2020-10-18,2517,4,47,0
Jaú,SP,202043,2020-10-18,2844,2,66,0
Tatuí,SP,202043,2020-10-18,2625,0,70,0
Avaré,SP,202043,2020-10-19,771,0,17,0
Botucatu,SP,202043,2020-10-19,2517,0,47,0
Jaú,SP,202043,2020-10-19,2844,0,66,0
Tatuí,SP,202043,2020-10-19,2625,0,70,0
Avaré,SP,202043,2020-10-20,772,1,17,0
Botucatu,SP,202043,2020-10-20,2563,46,47,0
Jaú,SP,202043,2020-10-20,2857,13,67,1
Tatuí,SP,202043,2020-10-20,2629,4,71,1
Avaré,SP,202043,2020-10-21,783,11,17,0
Botucatu,SP,202043,2020-10-21,2570,7,47,0
Jaú,SP,202043,2020-10-21,2874,17,67,0
Tatuí,SP,202043,2020-10-21,2649,20,71,0
Avaré,SP,202043,2020-10-22,791,8,18,1
Botucatu,SP,202043,2020-10-22,2574,4,47,0
Jaú,SP,202043,2020-10-22,2899,25,67,0
Tatuí,SP,202043,2020-10-22,2654,5,71,0
Avaré,SP,202043,2020-10-23,796,5,18,0
Botucatu,SP,202043,2020-10-23,2587,13,47,0
Jaú,SP,202043,2020-10-23,2920,21,69,2
Tatuí,SP,202043,2020-10-23,2678,24,72,1
Avaré,SP,202043,2020-10-24,801,5,18,0
Botucatu,SP,202043,2020-10-24,2604,17,48,1
Jaú,SP,202043,2020-10-24,2942,22,69,0
Tatuí,SP,202043,2020-10-24,2687,9,72,0
Avaré,SP,202044,2020-10-25,801,0,18,0
Botucatu,SP,202044,2020-10-25,2623,19,48,0
Jaú,SP,202044,2020-10-25,2943,1,69,0
Tatuí,SP,202044,2020-10-25,2690,3,72,0
Avaré,SP,202044,2020-10-26,801,0,18,0
Botucatu,SP,202044,2020-10-26,2626,3,48,0
Jaú,SP,202044,2020-10-26,2943,0,69,0
Tatuí,SP,202044,2020-10-26,2692,2,72,0
Avaré,SP,202044,2020-10-27,807,6,18,0
Botucatu,SP,202044,2020-10-27,2635,9,49,1
Jaú,SP,202044,2020-10-27,2961,18,69,0
Tatuí,SP,202044,2020-10-27,2712,20,74,2
Avaré,SP,202044,2020-10-28,813,6,18,0
Botucatu,SP,202044,2020-10-28,2642,7,50,1
Jaú,SP,202044,2020-10-28,2987,26,69,0
Tatuí,SP,202044,2020-10-28,2732,20,74,0
Avaré,SP,202044,2020-10-29,815,2,18,0
Botucatu,SP,202044,2020-10-29,2645,3,50,0
Jaú,SP,202044,2020-10-29,3025,38,69,0
Tatuí,SP,202044,2020-10-29,2744,12,74,0
Avaré,SP,202044,2020-10-30,828,13,18,0
Botucatu,SP,202044,2020-10-30,2650,5,50,0
Jaú,SP,202044,2020-10-30,3054,29,69,0
Tatuí,SP,202044,2020-10-30,2755,11,75,1
Avaré,SP,202044,2020-10-31,828,0,18,0
Botucatu,SP,202044,2020-10-31,2658,8,50,0
Jaú,SP,202044,2020-10-31,3069,15,69,0
Tatuí,SP,202044,2020-10-31,2756,1,75,0
Avaré,SP,202045,2020-11-01,828,0,18,0
Botucatu,SP,202045,2020-11-01,2658,0,50,0
Jaú,SP,202045,2020-11-01,3069,0,69,0
Tatuí,SP,202045,2020-11-01,2756,0,75,0
Avaré,SP,202045,2020-11-02,828,0,18,0
Botucatu,SP,202045,2020-11-02,2658,0,50,0
Jaú,SP,202045,2020-11-02,3073,4,69,0
Tatuí,SP,202045,2020-11-02,2756,0,75,0
Avaré,SP,202045,2020-11-03,828,0,18,0
Botucatu,SP,202045,2020-11-03,2659,1,52,2
Jaú,SP,202045,2020-11-03,3074,1,69,0
Tatuí,SP,202045,2020-11-03,2758,2,75,0
Avaré,SP,202045,2020-11-04,848,20,19,1
Botucatu,SP,202045,2020-11-04,2664,5,52,0
Jaú,SP,202045,2020-11-04,3101,27,70,1
Tatuí,SP,202045,2020-11-04,2767,9,75,0
Avaré,SP,202045,2020-11-05,858,10,19,0
Botucatu,SP,202045,2020-11-05,2671,7,52,0
Jaú,SP,202045,2020-11-05,3108,7,70,0
Tatuí,SP,202045,2020-11-05,2792,25,75,0
Avaré,SP,202045,2020-11-06,858,0,19,0
Botucatu,SP,202045,2020-11-06,2671,0,52,0
Jaú,SP,202045,2020-11-06,3108,0,70,0
Tatuí,SP,202045,2020-11-06,2792,0,75,0
Avaré,SP,202045,2020-11-07,858,0,19,0
Botucatu,SP,202045,2020-11-07,2671,0,52,0
Jaú,SP,202045,2020-11-07,3108,0,70,0
Tatuí,SP,202045,2020-11-07,2792,0,75,0
Avaré,SP,202046,2020-11-08,858,0,19,0
Botucatu,SP,202046,2020-11-08,2671,0,52,0
Jaú,SP,202046,2020-11-08,3108,0,70,0
Tatuí,SP,202046,2020-11-08,2792,0,75,0
Avaré,SP,202046,2020-11-09,858,0,19,0
Botucatu,SP,202046,2020-11-09,2671,0,52,0
Jaú,SP,202046,2020-11-09,3108,0,70,0
Tatuí,SP,202046,2020-11-09,2792,0,75,0
Avaré,SP,202046,2020-11-10,890,32,19,0
Botucatu,SP,202046,2020-11-10,2716,45,52,0
Jaú,SP,202046,2020-11-10,3207,99,70,0
Tatuí,SP,202046,2020-11-10,2872,80,75,0
Avaré,SP,202046,2020-11-11,894,4,19,0
Botucatu,SP,202046,2020-11-11,2730,14,52,0
Jaú,SP,202046,2020-11-11,3214,7,71,1
Tatuí,SP,202046,2020-11-11,2878,6,75,0
Avaré,SP,202046,2020-11-12,905,11,19,0
Botucatu,SP,202046,2020-11-12,2735,5,52,0
Jaú,SP,202046,2020-11-12,3240,26,73,2
Tatuí,SP,202046,2020-11-12,2898,20,78,3
Avaré,SP,202046,2020-11-13,911,6,19,0
Botucatu,SP,202046,2020-11-13,2749,14,52,0
Jaú,SP,202046,2020-11-13,3274,34,73,0
Tatuí,SP,202046,2020-11-13,2916,18,78,0
Avaré,SP,202046,2020-11-14,913,2,20,1
Botucatu,SP,202046,2020-11-14,2750,1,52,0
Jaú,SP,202046,2020-11-14,3279,5,74,1
Tatuí,SP,202046,2020-11-14,2929,13,79,1
Avaré,SP,202047,2020-11-15,913,0,20,0
Botucatu,SP,202047,2020-11-15,2750,0,52,0
Jaú,SP,202047,2020-11-15,3279,0,74,0
Tatuí,SP,202047,2020-11-15,2935,6,79,0
Avaré,SP,202047,2020-11-16,913,0,20,0
Botucatu,SP,202047,2020-11-16,2751,1,52,0
Jaú,SP,202047,2020-11-16,3279,0,74,0
Tatuí,SP,202047,2020-11-16,2936,1,79,0
Avaré,SP,202047,2020-11-17,928,15,20,0
Botucatu,SP,202047,2020-11-17,2793,42,52,0
Jaú,SP,202047,2020-11-17,3322,43,76,2
Tatuí,SP,202047,2020-11-17,3007,71,78,-1
Avaré,SP,202047,2020-11-18,943,15,20,0
Botucatu,SP,202047,2020-11-18,2833,40,52,0
Jaú,SP,202047,2020-11-18,3355,33,76,0
Tatuí,SP,202047,2020-11-18,3059,52,82,4
Avaré,SP,202047,2020-11-19,944,1,20,0
Botucatu,SP,202047,2020-11-19,2849,16,52,0
Jaú,SP,202047,2020-11-19,3396,41,76,0
Tatuí,SP,202047,2020-11-19,3076,17,82,0
Avaré,SP,202047,2020-11-20,944,0,20,0
Botucatu,SP,202047,2020-11-20,2849,0,52,0
Jaú,SP,202047,2020-11-20,3396,0,76,0
Tatuí,SP,202047,2020-11-20,3076,0,82,0
Avaré,SP,202047,2020-11-21,960,16,20,0
Botucatu,SP,202047,2020-11-21,2917,68,52,0
Jaú,SP,202047,2020-11-21,3452,56,76,0
Tatuí,SP,202047,2020-11-21,3117,41,83,1
Avaré,SP,202048,2020-11-22,962,2,20,0
Botucatu,SP,202048,2020-11-22,2943,26,52,0
Jaú,SP,202048,2020-11-22,3481,29,76,0
Tatuí,SP,202048,2020-11-22,3119,2,83,0
Avaré,SP,202048,2020-11-23,962,0,20,0
Botucatu,SP,202048,2020-11-23,2944,1,52,0
Jaú,SP,202048,2020-11-23,3482,1,76,0
Tatuí,SP,202048,2020-11-23,3119,0,83,0
Avaré,SP,202048,2020-11-24,981,19,20,0
Botucatu,SP,202048,2020-11-24,2984,40,52,0
Jaú,SP,202048,2020-11-24,3491,9,77,1
Tatuí,SP,202048,2020-11-24,3144,25,84,1
Avaré,SP,202048,2020-11-25,990,9,20,0
Botucatu,SP,202048,2020-11-25,3009,25,52,0
Jaú,SP,202048,2020-11-25,3538,47,77,0
Tatuí,SP,202048,2020-11-25,3253,109,84,0
Avaré,SP,202048,2020-11-26,998,8,20,0
Botucatu,SP,202048,2020-11-26,3024,15,52,0
Jaú,SP,202048,2020-11-26,3547,9,78,1
Tatuí,SP,202048,2020-11-26,3266,13,84,0
Avaré,SP,202048,2020-11-27,1003,5,20,0
Botucatu,SP,202048,2020-11-27,3026,2,52,0
Jaú,SP,202048,2020-11-27,3565,18,78,0
Tatuí,SP,202048,2020-11-27,3277,11,84,0
Avaré,SP,202048,2020-11-28,1005,2,20,0
Botucatu,SP,202048,2020-11-28,3030,4,52,0
Jaú,SP,202048,2020-11-28,3583,18,79,1
Tatuí,SP,202048,2020-11-28,3278,1,84,0
Avaré,SP,202049,2020-11-29,1006,1,20,0
Botucatu,SP,202049,2020-11-29,3030,0,52,0
Jaú,SP,202049,2020-11-29,3584,1,79,0
Tatuí,SP,202049,2020-11-29,3279,1,85,1
Avaré,SP,202049,2020-11-30,1007,1,20,0
Botucatu,SP,202049,2020-11-30,3030,0,52,0
Jaú,SP,202049,2020-11-30,3622,38,79,0
Tatuí,SP,202049,2020-11-30,3281,2,85,0
Avaré,SP,202049,2020-12-01,1017,10,20,0
Botucatu,SP,202049,2020-12-01,3093,63,53,1
Jaú,SP,202049,2020-12-01,3656,34,79,0
Tatuí,SP,202049,2020-12-01,3352,71,85,0
Avaré,SP,202049,2020-12-02,1035,18,20,0
Botucatu,SP,202049,2020-12-02,3123,30,53,0
Jaú,SP,202049,2020-12-02,3669,13,80,1
Tatuí,SP,202049,2020-12-02,3364,12,85,0
Avaré,SP,202049,2020-12-03,1042,7,20,0
Botucatu,SP,202049,2020-12-03,3180,57,54,1
Jaú,SP,202049,2020-12-03,3681,12,81,1
Tatuí,SP,202049,2020-12-03,3395,31,85,0
Avaré,SP,202049,2020-12-04,1049,7,20,0
Botucatu,SP,202049,2020-12-04,3215,35,54,0
Jaú,SP,202049,2020-12-04,3715,34,81,0
Tatuí,SP,202049,2020-12-04,3461,66,86,1
Avaré,SP,202049,2020-12-05,1052,3,20,0
Botucatu,SP,202049,2020-12-05,3276,61,54,0
Jaú,SP,202049,2020-12-05,3783,68,81,0
Tatuí,SP,202049,2020-12-05,3477,16,86,0
Avaré,SP,202050,2020-12-06,1052,0,20,0
Botucatu,SP,202050,2020-12-06,3280,4,55,1
Jaú,SP,202050,2020-12-06,3786,3,81,0
Tatuí,SP,202050,2020-12-06,3486,9,86,0
Avaré,SP,202050,2020-12-07,1054,2,20,0
Botucatu,SP,202050,2020-12-07,3310,30,55,0
Jaú,SP,202050,2020-12-07,3786,0,81,0
Tatuí,SP,202050,2020-12-07,3486,0,86,0
Avaré,SP,202050,2020-12-08,1075,21,20,0
Botucatu,SP,202050,2020-12-08,3309,-1,55,0
Jaú,SP,202050,2020-12-08,3802,16,84,3
Tatuí,SP,202050,2020-12-08,3490,4,86,0
Avaré,SP,202050,2020-12-09,1082,7,20,0
Botucatu,SP,202050,2020-12-09,3354,45,55,0
Jaú,SP,202050,2020-12-09,3851,49,84,0
Tatuí,SP,202050,2020-12-09,3536,46,87,1
Avaré,SP,202050,2020-12-10,1087,5,20,0
Botucatu,SP,202050,2020-12-10,3442,88,55,0
Jaú,SP,202050,2020-12-10,3855,4,85,1
Tatuí,SP,202050,2020-12-10,3544,8,90,3
Avaré,SP,202050,2020-12-11,1105,18,20,0
Botucatu,SP,202050,2020-12-11,3456,14,55,0
Jaú,SP,202050,2020-12-11,3898,43,85,0
Tatuí,SP,202050,2020-12-11,3589,45,90,0
Avaré,SP,202050,2020-12-12,1119,14,20,0
Botucatu,SP,202050,2020-12-12,3488,32,56,1
Jaú,SP,202050,2020-12-12,3932,34,88,3
Tatuí,SP,202050,2020-12-12,3592,3,90,0
Avaré,SP,202051,2020-12-13,1119,0,20,0
Botucatu,SP,202051,2020-12-13,3488,0,56,0
Jaú,SP,202051,2020-12-13,3932,0,88,0
Tatuí,SP,202051,2020-12-13,3592,0,91,1
Avaré,SP,202051,2020-12-14,1119,0,20,0
Botucatu,SP,202051,2020-12-14,3489,1,56,0
Jaú,SP,202051,2020-12-14,3932,0,88,0
Tatuí,SP,202051,2020-12-14,3592,0,91,0
Avaré,SP,202051,2020-12-15,1117,-2,21,1
Botucatu,SP,202051,2020-12-15,3495,6,56,0
Jaú,SP,202051,2020-12-15,3955,23,89,1
Tatuí,SP,202051,2020-12-15,3597,5,91,0
Avaré,SP,202051,2020-12-16,1117,0,21,0
Botucatu,SP,202051,2020-12-16,3495,0,56,0
Jaú,SP,202051,2020-12-16,3955,0,89,0
Tatuí,SP,202051,2020-12-16,3597,0,91,0
