nome_munic,datahora,latitude,longitude,casos,obitos,casos_pc,obitos_pc
Botucatu,2020-02-25,-22.8837,-48.4437,0,0,0.0,0.0
Botucatu,2020-02-26,-22.8837,-48.4437,0,0,0.0,0.0
Botucatu,2020-02-27,-22.8837,-48.4437,0,0,0.0,0.0
Botucatu,2020-02-28,-22.8837,-48.4437,0,0,0.0,0.0
Botucatu,2020-02-29,-22.8837,-48.4437,0,0,0.0,0.0
Botucatu,2020-03-01,-22.8837,-48.4437,0,0,0.0,0.0
Botucatu,2020-03-02,-22.8837,-48.4437,0,0,0.0,0.0
Botucatu,2020-03-03,-22.8837,-48.4437,0,0,0.0,0.0
Botucatu,2020-03-04,-22.8837,-48.4437,0,0,0.0,0.0
Botucatu,2020-03-05,-22.8837,-48.4437,0,0,0.0,0.0
Botucatu,2020-03-06,-22.8837,-48.4437,0,0,0.0,0.0
Botucatu,2020-03-07,-22.8837,-48.4437,0,0,0.0,0.0
